,precision,recall,f1-score,support
48,0.19444444444444445,0.2,0.19718309859154928,35.0
49,0.2,0.05405405405405406,0.0851063829787234,37.0
50,0.0,0.0,0.0,43.0
51,0.42857142857142855,0.06818181818181818,0.11764705882352941,44.0
52,0.0,0.0,0.0,41.0
53,0.3333333333333333,0.044444444444444446,0.0784313725490196,45.0
54,0.2777777777777778,0.45454545454545453,0.3448275862068966,44.0
55,0.2631578947368421,0.24390243902439024,0.25316455696202533,41.0
56,0.37037037037037035,0.2564102564102564,0.30303030303030304,39.0
57,0.4772727272727273,0.5675675675675675,0.5185185185185185,37.0
58,0.36666666666666664,0.4782608695652174,0.41509433962264153,46.0
59,0.23333333333333334,0.2413793103448276,0.23728813559322035,29.0
60,0.375,0.08571428571428572,0.13953488372093023,35.0
61,0.5208333333333334,0.6944444444444444,0.5952380952380952,36.0
62,0.13725490196078433,0.16279069767441862,0.14893617021276595,43.0
63,0.15384615384615385,0.21052631578947367,0.17777777777777778,38.0
64,0.2,0.11363636363636363,0.14492753623188406,44.0
65,0.0,0.0,0.0,45.0
66,0.5555555555555556,0.23809523809523808,0.3333333333333333,42.0
67,0.13636363636363635,0.13953488372093023,0.13793103448275862,43.0
68,0.5,0.2,0.2857142857142857,40.0
69,0.20253164556962025,0.7272727272727273,0.31683168316831684,44.0
70,0.4444444444444444,0.3157894736842105,0.36923076923076925,38.0
71,0.0896551724137931,0.29545454545454547,0.13756613756613756,44.0
72,0.45454545454545453,0.13513513513513514,0.20833333333333334,37.0
73,0.35,0.35,0.35,40.0
74,0.14814814814814814,0.2727272727272727,0.192,44.0
75,0.23232323232323232,0.4791666666666667,0.3129251700680272,48.0
76,0.5384615384615384,0.16279069767441862,0.25,43.0
77,0.75,0.13953488372093023,0.23529411764705882,43.0
78,0.6808510638297872,0.7111111111111111,0.6956521739130435,45.0
79,0.25,0.075,0.11538461538461539,40.0
80,0.3548387096774194,0.2972972972972973,0.3235294117647059,37.0
81,0.35135135135135137,0.28888888888888886,0.3170731707317073,45.0
82,0.27350427350427353,0.7619047619047619,0.4025157232704403,42.0
83,0.25,0.025,0.045454545454545456,40.0
84,0.4117647058823529,0.813953488372093,0.546875,43.0
85,0.32075471698113206,0.4358974358974359,0.3695652173913043,39.0
86,0.18604651162790697,0.19047619047619047,0.18823529411764706,42.0
87,0.16279069767441862,0.34146341463414637,0.2204724409448819,41.0
